siteenergyusekbtu,totalghgemissions,yearbuilt,is_using_electricitykWh,is_using_naturalgaskWh,is_using_steamusekWh,largestpropertyusetypegfa,numberofbuildings,numberoffloors,propertygfabuildings,buildingtype,primarypropertytype
448385312.0,16870.98,1992.0,1,1,0,757027.0,1.0,3.0,494835.0,Campus,Mixed Use Property
44731160.0,311.84,1961.0,1,0,0,616000.0,3.0,2.0,714095.0,NonResidential,Warehouse
1650279.25,31.47,1990.0,1,1,0,54986.0,1.0,2.0,54986.0,SPS-District K-12,K-12 School
6186461.5,130.56,1961.0,1,1,0,55586.0,1.0,2.0,94900.0,NonResidential,Small- and Mid-Sized Office
2951331.25,83.86,1900.0,1,1,0,51029.0,1.0,2.0,52554.0,NonResidential,Small- and Mid-Sized Office
6994740.5,247.85,1954.0,1,1,0,175015.0,1.0,3.0,175015.0,NonResidential,K-12 School
2158629.0,45.43,1911.0,1,1,0,38439.0,1.0,3.0,70586.0,NonResidential,Self-Storage Facility
16163194.0,295.33,1969.0,1,1,0,348630.0,1.0,24.0,126240.0,NonResidential,Hotel
9536161.0,66.48,1973.0,1,0,0,103362.0,1.0,5.0,168115.0,NonResidential,Large Office
1247362.0,33.26,1920.0,1,1,0,51747.0,1.0,2.0,57428.0,NonResidential,Other
5071974.0,35.36,1910.0,1,0,0,34947.0,1.0,8.0,59400.0,NonResidential,Small- and Mid-Sized Office
15026196.0,584.31,1926.0,1,1,0,23500.0,1.0,2.0,52549.0,NonResidential,Mixed Use Property
4841347.5,59.19,1930.0,1,1,0,83591.0,1.0,20.0,88591.0,NonResidential,Hotel
80469216.0,2451.58,1982.0,1,1,1,994212.0,1.0,34.0,847518.0,NonResidential,Hotel
5348309.0,134.38,1985.0,1,1,0,41340.0,1.0,7.0,71150.0,NonResidential,Hotel
5401277.5,227.18,1908.0,1,1,0,88360.0,1.0,7.0,122810.0,NonResidential,Hotel
5284343.5,144.79,1959.0,1,1,0,70627.0,1.0,5.0,70627.0,NonResidential,Hotel
6715187.0,199.95,2000.0,1,1,0,107547.0,1.0,7.0,115718.0,NonResidential,Hotel
5827595.5,162.39,1997.0,1,1,0,88490.0,1.0,6.0,88100.0,NonResidential,Hotel
6836900.0,152.76,1998.0,1,1,0,155602.0,1.0,6.0,118858.0,NonResidential,Hotel
3234787.75,146.34,1911.0,1,1,0,56072.0,1.0,3.0,56072.0,NonResidential,K-12 School
5337334.0,171.64,1999.0,1,1,0,78051.0,1.0,4.0,78051.0,NonResidential,Hotel
3375211.0,87.98,1962.0,1,1,0,54984.0,1.0,2.0,54984.0,NonResidential,Small- and Mid-Sized Office
42792072.0,1727.11,1922.0,1,1,0,296313.0,1.0,5.0,217603.0,NonResidential,Senior Care Community
16402563.0,609.1,1970.0,1,1,0,93397.0,1.0,2.0,93397.0,NonResidential,Senior Care Community
3706100.25,67.06,2008.0,1,1,0,63371.0,1.0,6.0,63371.0,NonResidential,Hotel
16701055.0,430.84,1965.0,1,1,0,179014.0,0.0,3.0,179014.0,NonResidential,Medical Office
7258758.5,262.75,1908.0,1,1,0,76631.0,1.0,7.0,76631.0,NonResidential,Hotel
15473117.0,481.97,1983.0,1,0,1,40174.0,1.0,6.0,90439.0,NonResidential,Mixed Use Property
1049748.625,39.06,1929.0,1,1,0,72072.0,1.0,2.0,58320.0,NonResidential,Retail Store
13795954.0,138.85,2010.0,1,1,0,261826.0,1.0,5.0,316306.0,NonResidential,Large Office
19459304.0,526.85,1990.0,1,1,0,235788.0,1.0,7.0,238097.0,NonResidential,Hotel
23658978.0,607.41,1962.0,1,1,1,368000.0,1.0,1.0,389000.0,Nonresidential COS,Other
8141155.5,344.2,1962.0,1,0,1,65000.0,1.0,1.0,91213.0,Nonresidential COS,Other
20955026.0,804.2,1938.0,1,0,1,278500.0,1.0,5.0,396085.0,Nonresidential COS,Other
39605888.0,617.52,2010.0,1,1,0,598801.0,1.0,12.0,571329.0,NonResidential,Large Office
2726369.0,101.83,1962.0,1,0,1,52000.0,1.0,2.0,52000.0,Nonresidential COS,Other
875943.3125,6.11,1928.0,1,0,0,108000.0,1.0,1.0,60696.0,Nonresidential COS,Other
20723248.0,490.73,1928.0,1,0,1,296000.0,1.0,2.0,262048.0,Nonresidential COS,Other
4166306.25,29.04,1986.0,1,0,0,45900.0,0.0,2.0,63888.0,NonResidential,Small- and Mid-Sized Office
36667044.0,674.09,2010.0,1,1,0,729584.0,1.0,6.0,616891.0,NonResidential,Large Office
3476212.5,48.76,1970.0,1,1,0,48546.0,1.0,4.0,50283.0,NonResidential,Small- and Mid-Sized Office
5155568.5,152.14,2002.0,1,1,0,59976.0,1.0,6.0,59976.0,NonResidential,Hotel
5448975.0,191.2,1962.0,1,1,0,50017.0,2.0,4.0,50017.0,NonResidential,Hotel
2646879.0,78.85,1923.0,1,1,0,67743.0,1.0,3.0,67743.0,NonResidential,K-12 School
6219841.5,243.23,1908.0,1,1,0,194104.0,1.0,6.0,194104.0,NonResidential,K-12 School
4897760.0,34.14,2003.0,1,0,0,63681.0,1.0,3.0,63681.0,NonResidential,Small- and Mid-Sized Office
6357632.0,44.32,1941.0,1,0,0,49000.0,1.0,4.0,56521.0,NonResidential,Other
4253577.5,133.58,1929.0,1,1,0,119146.0,1.0,2.0,206934.0,NonResidential,Other
3611538.0,127.29,2001.0,1,1,0,51390.0,1.0,4.0,51390.0,NonResidential,Hotel
11765682.0,443.73,1959.0,1,1,0,245587.0,1.0,1.0,245587.0,SPS-District K-12,K-12 School
3242458.0,89.02,2002.0,1,1,0,70609.0,1.0,3.0,69138.0,NonResidential,Hotel
6505995.0,142.39,1904.0,1,1,0,190980.0,1.0,5.0,190980.0,NonResidential,Hotel
14641502.0,429.12,1998.0,1,1,1,189750.0,1.0,6.0,284100.0,Nonresidential COS,Other
68090728.0,1990.5,1954.0,1,1,0,302661.0,4.0,5.0,285333.0,NonResidential,Hospital
9363374.0,176.75,2006.0,1,1,0,42755.0,1.0,4.0,61156.0,Nonresidential COS,Other
2010454.625,46.26,1910.0,1,1,0,58000.0,1.0,4.0,59000.0,NonResidential,Other
7946961.0,228.4,1996.0,1,1,0,113702.0,1.0,4.0,148022.0,NonResidential,Hotel
3059758.0,74.33,1915.0,1,1,0,64820.0,1.0,3.0,63330.0,NonResidential,University
38301744.0,866.23,1970.0,1,1,0,483000.0,27.0,2.0,441071.0,Campus,University
16319835.0,222.02,2002.0,1,1,0,92300.0,1.0,2.0,96300.0,NonResidential,Small- and Mid-Sized Office
7475577.5,204.08,1950.0,1,1,0,68359.0,1.0,1.0,67356.0,Nonresidential COS,Other
4253369.5,61.21,1958.0,1,1,0,25765.0,1.0,1.0,54765.0,NonResidential,Small- and Mid-Sized Office
1950092.5,100.46,2009.0,1,1,0,46483.0,1.0,5.0,89821.0,NonResidential,Other
4116871.5,104.26,1980.0,1,1,0,52611.0,1.0,2.0,52611.0,NonResidential,University
4448582.5,129.39,2001.0,1,1,0,135520.0,1.0,4.0,102100.0,NonResidential,Residence Hall
8355988.5,222.78,2011.0,1,1,0,238550.0,1.0,2.0,236758.0,SPS-District K-12,K-12 School
13071700.0,422.39,1971.0,1,1,1,137565.0,3.0,6.0,250981.0,NonResidential,Other
65336980.0,2055.82,2004.0,1,1,0,250000.0,1.0,11.0,230638.0,NonResidential,Other
3242077.75,49.58,2007.0,1,1,0,30000.0,1.0,3.0,64015.0,NonResidential,Small- and Mid-Sized Office
27717034.0,723.47,1951.0,1,1,0,505103.0,1.0,1.0,530039.0,NonResidential,Retail Store
7265178.0,231.53,1964.0,1,1,0,47012.0,1.0,3.0,54224.0,NonResidential,Other
8765978.0,66.3,1965.0,1,1,0,122000.0,1.0,4.0,124342.0,NonResidential,Retail Store
253832464.0,8145.52,1953.0,1,1,0,879000.0,6.0,10.0,879000.0,NonResidential,Hospital
3191228.25,83.7,1996.0,1,1,0,28636.0,1.0,3.0,55442.0,NonResidential,Other
1381590.125,51.11,1910.0,1,1,0,85521.0,1.0,5.0,84870.0,NonResidential,Self-Storage Facility
35891484.0,362.82,1970.0,1,1,0,667335.0,11.0,2.0,582447.0,Campus,University
2100097.75,69.44,1904.0,1,1,0,114297.0,1.0,4.0,114297.0,NonResidential,Warehouse
6744317.0,297.43,1937.0,1,1,0,234144.0,1.0,1.0,234144.0,NonResidential,Warehouse
2944296.25,35.78,1966.0,1,1,0,65425.0,1.0,1.0,64984.0,NonResidential,Retail Store
9230223.0,369.14,1965.0,1,1,0,67782.0,1.0,1.0,67745.0,NonResidential,Retail Store
12265516.0,272.85,2010.0,1,1,0,367884.0,1.0,2.0,367884.0,SPS-District K-12,K-12 School
1851260.5,59.34,1973.0,1,1,0,56000.0,1.0,3.0,56000.0,NonResidential,Other
1377519.5,48.99,1969.0,1,1,0,52088.0,1.0,2.0,52088.0,NonResidential,Self-Storage Facility
9373179.0,309.6,1998.0,1,1,0,123920.0,1.0,5.0,93920.0,NonResidential,Hotel
7548807.0,225.69,1900.0,1,1,0,43000.0,1.0,1.0,50000.0,Nonresidential COS,Other
430473.6875,3.0,1926.0,1,0,0,42345.0,1.0,2.0,50292.0,Nonresidential COS,Warehouse
11171988.0,338.16,1998.0,1,1,0,141591.0,1.0,7.0,153315.0,NonResidential,Hotel
9472358.0,175.77,1957.0,1,1,0,57968.0,1.0,2.0,91130.0,Nonresidential COS,Small- and Mid-Sized Office
6197825.0,208.26,1968.0,1,1,0,64893.0,1.0,4.0,64893.0,NonResidential,Hotel
1677002.25,28.27,1900.0,1,1,0,34416.0,1.0,3.0,44558.0,NonResidential,Small- and Mid-Sized Office
59757440.0,892.63,1999.0,1,1,0,1585960.0,1.0,6.0,1258280.0,NonResidential,Other
9436408.0,96.43,1924.0,1,1,0,117476.0,1.0,2.0,179161.0,Nonresidential COS,Distribution Center
3928695.25,27.39,1965.0,1,0,0,40831.0,1.0,2.0,58640.0,Nonresidential COS,Warehouse
58761304.0,1246.55,1999.0,1,1,0,1172127.0,1.0,3.0,1172127.0,NonResidential,Other
12726789.0,388.37,2005.0,1,1,0,135006.0,1.0,9.0,153882.0,NonResidential,Hotel
2411402.25,16.81,1916.0,1,0,0,79600.0,0.0,4.0,79600.0,NonResidential,Warehouse
53466684.0,748.55,1980.0,1,1,0,240984.0,14.0,2.0,302494.0,Campus,Large Office
9134963.0,162.41,2008.0,1,1,0,335109.0,1.0,6.0,84739.0,NonResidential,Other
10557910.0,92.91,2002.0,1,1,0,58563.0,1.0,4.0,110785.0,NonResidential,Mixed Use Property
10040121.0,279.35,2003.0,1,1,0,81740.0,1.0,7.0,116947.0,Multifamily MR (5-9),Mid-Rise Multifamily
65047284.0,1638.46,1999.0,1,1,0,495536.0,1.0,0.0,934292.0,NonResidential,Hotel
143423024.0,4906.33,1990.0,1,1,0,601615.0,6.0,5.0,597519.0,NonResidential,Hospital
549181.375,9.63,1991.0,1,1,0,67236.0,1.0,3.0,67236.0,NonResidential,Warehouse
293090784.0,10734.57,2000.0,1,1,1,1350182.0,9.0,8.0,1158691.0,NonResidential,Hospital
10105379.0,193.94,1999.0,1,1,0,55259.0,1.0,5.0,90185.0,NonResidential,Senior Care Community
4189569.25,145.31,1909.0,1,1,0,50350.0,1.0,6.0,51976.0,Multifamily MR (5-9),Mid-Rise Multifamily
1377627.0,72.88,1928.0,1,1,0,55500.0,1.0,2.0,55653.0,NonResidential,K-12 School
11935719.0,469.57,1931.0,1,1,0,106860.0,1.0,16.0,106860.0,NonResidential,Hotel
3147042.0,49.09,1972.0,1,1,0,47079.0,1.0,5.0,50759.0,NonResidential,Small- and Mid-Sized Office
2439484.75,84.57,1952.0,1,1,0,56772.0,1.0,2.0,56772.0,NonResidential,Worship Facility
4854429.5,149.93,1952.0,1,1,0,103000.0,1.0,3.0,103000.0,NonResidential,Worship Facility
6057410.0,57.21,1914.0,1,1,0,109754.0,1.0,7.0,128766.0,NonResidential,Other
5572503.0,254.87,1913.0,1,0,1,63934.0,1.0,9.0,107572.0,NonResidential,Residence Hall
62197176.0,433.6,1955.0,1,0,0,203000.0,1.0,15.0,230880.0,NonResidential,Other
1986611.375,50.52,1917.0,1,1,0,56617.0,1.0,4.0,56617.0,Multifamily LR (1-4),Low-Rise Multifamily
2473962.5,59.63,2009.0,1,1,0,43673.0,1.0,6.0,56745.0,Multifamily MR (5-9),Mid-Rise Multifamily
2772124.75,23.8,2003.0,1,1,0,24600.0,1.0,4.0,67920.0,Multifamily LR (1-4),Low-Rise Multifamily
3267564.0,101.41,1973.0,1,1,0,77810.0,1.0,1.0,76086.0,NonResidential,Other
28731502.0,661.04,1927.0,1,1,0,146741.0,1.0,5.0,151000.0,NonResidential,Medical Office
25453690.0,1060.13,1961.0,1,1,0,122309.0,1.0,4.0,122309.0,NonResidential,Hotel
24017770.0,639.39,1995.0,1,1,0,217088.0,4.0,3.0,215476.0,Campus,Other
26659244.0,780.84,2003.0,1,1,0,277000.0,1.0,8.0,215473.0,NonResidential,Hotel
14833476.0,301.76,1980.0,1,1,0,69400.0,1.0,2.0,69400.0,Nonresidential COS,Other
10394330.0,377.27,1900.0,1,1,0,32494.0,1.0,1.0,62900.0,NonResidential,Mixed Use Property
1380293.625,44.22,1914.0,1,0,1,33000.0,1.0,4.0,56500.0,NonResidential,Small- and Mid-Sized Office
3785282.5,26.39,2008.0,1,0,0,159372.0,1.0,4.0,203504.0,NonResidential,Warehouse
9788717.0,68.24,1968.0,1,0,0,100734.0,0.0,3.0,74003.0,NonResidential,Large Office
5007401.0,68.19,1981.0,1,1,0,62108.0,1.0,4.0,59158.0,NonResidential,Small- and Mid-Sized Office
18661606.0,149.27,1978.0,1,1,0,173786.0,1.0,12.0,212210.0,NonResidential,Large Office
24755086.0,172.58,1989.0,1,0,0,383942.0,1.0,25.0,369996.0,NonResidential,Large Office
40062888.0,398.19,1925.0,1,1,1,361107.0,1.0,10.0,693450.0,NonResidential,Retail Store
40847752.0,313.3,1976.0,1,1,0,622034.0,1.0,33.0,791396.0,NonResidential,Large Office
30985420.0,359.11,2000.0,1,1,0,542461.0,1.0,23.0,542671.0,NonResidential,Large Office
3444270.0,170.51,1926.0,1,0,1,45260.0,1.0,10.0,55652.0,NonResidential,Small- and Mid-Sized Office
7739699.0,100.26,1930.0,1,1,0,142034.0,1.0,17.0,174790.0,NonResidential,Large Office
3757006.0,26.19,1916.0,1,0,0,51557.0,1.0,5.0,73399.0,NonResidential,Small- and Mid-Sized Office
14633233.0,563.25,1969.0,1,0,1,226454.0,1.0,20.0,233517.0,NonResidential,Large Office
27018020.0,229.25,2009.0,1,1,0,582725.0,1.0,25.0,529375.0,NonResidential,Large Office
8580279.0,222.19,1968.0,1,0,1,161000.0,1.0,12.0,206000.0,NonResidential,Large Office
39523852.0,275.54,2009.0,1,0,0,743562.0,1.0,36.0,669915.0,NonResidential,Large Office
17867002.0,130.73,1990.0,1,1,0,311736.0,1.0,16.0,339240.0,NonResidential,Large Office
3903259.75,51.67,1900.0,1,0,1,64712.0,1.0,7.0,89550.0,NonResidential,Small- and Mid-Sized Office
4178233.5,31.97,1900.0,1,1,0,82355.0,1.0,6.0,89355.0,NonResidential,Small- and Mid-Sized Office
18576900.0,213.23,1922.0,1,0,1,388934.0,1.0,15.0,388934.0,NonResidential,Large Office
10062436.0,70.15,1929.0,1,0,0,348969.0,1.0,22.0,384302.0,NonResidential,Large Office
24906132.0,940.47,1958.0,1,0,1,236827.0,1.0,17.0,293925.0,NonResidential,Large Office
44683660.0,318.97,1983.0,1,1,0,1011135.0,1.0,47.0,1323055.0,NonResidential,Large Office
24603420.0,171.52,1986.0,1,0,0,470416.0,1.0,41.0,460489.0,NonResidential,Large Office
1835804.875,46.56,1950.0,1,0,1,89699.0,1.0,6.0,89699.0,NonResidential,Small- and Mid-Sized Office
3743228.5,26.1,1968.0,1,0,0,84838.0,1.0,8.0,94948.0,NonResidential,Large Office
18221224.0,139.72,1991.0,1,0,1,522667.0,1.0,29.0,438072.0,NonResidential,Large Office
32552428.0,231.32,1980.0,1,1,0,606050.0,1.0,34.0,614158.0,NonResidential,Large Office
9641043.0,218.53,1972.0,1,0,1,182540.0,1.0,14.0,162993.0,NonResidential,Large Office
45163308.0,627.87,1969.0,1,1,0,808980.0,1.0,49.0,754455.0,NonResidential,Large Office
41213584.0,287.32,2002.0,1,0,0,765351.0,1.0,37.0,888049.0,NonResidential,Large Office
69519808.0,546.65,1973.0,1,0,1,581558.0,1.0,42.0,446184.0,NonResidential,Large Office
8921778.0,175.95,1907.0,1,0,1,161762.0,1.0,8.0,201480.0,NonResidential,Large Office
61576184.0,429.27,1990.0,1,0,0,1191115.0,1.0,63.0,1195387.0,Nonresidential COS,Large Office
21169502.0,380.37,2001.0,1,1,0,269284.0,1.0,14.0,310490.0,Nonresidential COS,Large Office
13214416.0,298.61,2003.0,1,1,0,160418.0,1.0,8.0,168870.0,Nonresidential COS,Large Office
13843866.0,216.24,2006.0,1,1,0,319539.0,1.0,13.0,319539.0,NonResidential,Large Office
2746560.75,70.17,1909.0,1,1,0,96582.0,1.0,7.0,106099.0,NonResidential,Large Office
6461937.0,89.47,1978.0,1,1,0,89200.0,1.0,2.0,89200.0,NonResidential,Retail Store
28450436.0,198.34,1971.0,1,0,0,474546.0,1.0,23.0,474546.0,NonResidential,Large Office
30038490.0,209.41,1969.0,1,0,0,36000.0,1.0,5.0,36000.0,NonResidential,Other
4728488.5,119.03,1961.0,1,1,0,79555.0,0.0,5.0,99005.0,NonResidential,Small- and Mid-Sized Office
4426136.0,30.86,2002.0,1,0,0,95943.0,1.0,6.0,90803.0,NonResidential,Large Office
7046345.5,49.12,2002.0,1,0,0,145754.0,1.0,5.0,137929.0,NonResidential,Large Office
873221.875,6.09,1964.0,1,0,0,93660.0,1.0,5.0,93660.0,NonResidential,Self-Storage Facility
24224888.0,168.88,1980.0,1,0,0,348270.0,1.0,18.0,349055.0,NonResidential,Large Office
9765777.0,72.42,2000.0,1,1,0,182820.0,1.0,11.0,185760.0,NonResidential,Mixed Use Property
26823218.0,197.19,1988.0,1,1,0,367623.0,1.0,20.0,378769.0,NonResidential,Large Office
25307744.0,176.43,1979.0,1,0,0,424044.0,1.0,24.0,427155.0,NonResidential,Large Office
8218155.5,91.13,1980.0,1,1,0,42389.0,1.0,4.0,70647.0,NonResidential,Mixed Use Property
20361158.0,141.95,1982.0,1,0,0,274002.0,1.0,6.0,272410.0,NonResidential,Large Office
14913424.0,103.97,2002.0,1,0,0,191814.0,1.0,6.0,203880.0,NonResidential,Large Office
5357833.0,46.03,1947.0,1,1,0,146157.0,1.0,3.0,144118.0,NonResidential,Large Office
29949248.0,208.79,1984.0,1,0,0,158681.0,1.0,8.0,191117.0,NonResidential,Large Office
14293972.0,384.27,1956.0,1,1,0,61666.0,1.0,1.0,60880.0,NonResidential,Supermarket / Grocery Store
2933288.75,24.91,1900.0,1,1,0,50328.0,1.0,5.0,50176.0,NonResidential,Small- and Mid-Sized Office
23262244.0,741.3,1912.0,1,1,1,245028.0,1.0,42.0,304346.0,NonResidential,Large Office
1809101.5,78.92,1977.0,1,1,0,119200.0,1.0,1.0,128800.0,NonResidential,Warehouse
13656587.0,355.05,1927.0,1,0,1,166919.0,1.0,8.0,321945.0,NonResidential,Large Office
18967014.0,530.66,1964.0,1,1,1,256299.0,1.0,22.0,336330.0,NonResidential,Large Office
27076922.0,1084.79,1960.0,1,0,1,286538.0,1.0,21.0,298426.0,NonResidential,Large Office
48479988.0,337.97,1976.0,1,0,0,718473.0,1.0,42.0,635824.0,NonResidential,Large Office
56485204.0,2573.75,1923.0,1,1,1,542305.0,1.0,12.0,542305.0,NonResidential,Hotel
11688601.0,162.45,1980.0,1,1,0,191940.0,1.0,2.0,291940.0,NonResidential,Retail Store
4383100.5,116.03,1970.0,1,1,0,33450.0,0.0,1.0,88400.0,NonResidential,Mixed Use Property
930611.875,48.65,1960.0,1,1,0,51116.0,1.0,1.0,52311.0,NonResidential,Warehouse
3085814.0,21.51,2009.0,1,0,0,74831.0,1.0,5.0,71421.0,NonResidential,Other
5803409.0,40.46,2001.0,1,0,0,103494.0,1.0,5.0,106465.0,NonResidential,Large Office
3989399.0,70.47,1973.0,1,1,0,49395.0,1.0,1.0,52500.0,NonResidential,Warehouse
4560492.0,156.67,1959.0,1,1,0,29001.0,1.0,2.0,57300.0,NonResidential,Warehouse
18102026.0,224.36,1916.0,1,1,0,305233.0,1.0,6.0,350310.0,NonResidential,Large Office
53079164.0,588.9,1988.0,1,1,1,994116.0,1.0,55.0,1115000.0,NonResidential,Large Office
33729336.0,1510.85,1930.0,1,1,1,310000.0,1.0,21.0,305548.0,NonResidential,Hotel
56606136.0,530.18,1989.0,1,1,0,1002403.0,1.0,46.0,1023998.0,NonResidential,Large Office
6423556.5,193.72,1958.0,1,0,1,144570.0,1.0,10.0,135918.0,NonResidential,Large Office
5252131.0,36.61,1914.0,1,0,0,35694.0,1.0,4.0,79957.0,NonResidential,Retail Store
18848780.0,131.4,1983.0,1,0,0,411301.0,1.0,29.0,500000.0,NonResidential,Large Office
6029020.0,65.2,1926.0,1,1,1,92006.0,0.0,10.0,132326.0,NonResidential,Large Office
7335905.5,51.14,1984.0,1,0,0,83485.0,1.0,6.0,96630.0,NonResidential,Large Office
37785552.0,1468.5,1973.0,1,1,1,332067.0,0.0,19.0,272787.0,NonResidential,Hotel
11651200.0,318.08,1910.0,1,1,1,87391.0,1.0,10.0,130513.0,NonResidential,Large Office
2586116.0,18.03,1920.0,1,0,0,41958.0,1.0,8.0,60660.0,NonResidential,Small- and Mid-Sized Office
6366084.5,202.99,1929.0,1,0,1,124508.0,1.0,14.0,137350.0,NonResidential,Large Office
5446624.0,238.09,1929.0,1,0,1,125473.0,1.0,15.0,151039.0,NonResidential,Large Office
52226204.0,793.05,1985.0,1,1,1,643083.0,1.0,30.0,620338.0,NonResidential,Large Office
3518459.5,74.83,1906.0,1,1,0,56747.0,1.0,4.0,63540.0,NonResidential,Small- and Mid-Sized Office
6962073.0,48.54,1927.0,1,0,0,87925.0,1.0,10.0,130893.0,NonResidential,Large Office
3009463.75,20.98,1910.0,1,0,0,39960.0,1.0,5.0,79920.0,NonResidential,Mixed Use Property
14940504.0,316.2,1908.0,1,1,0,44078.0,1.0,4.0,137400.0,Campus,Mixed Use Property
9671619.0,185.03,1996.0,1,1,0,64821.0,1.0,6.0,61423.0,NonResidential,Other
7273155.5,147.75,1996.0,1,1,0,166960.0,0.0,4.0,100375.0,NonResidential,Other
49517704.0,525.78,1989.0,1,1,1,1314475.0,1.0,56.0,1215718.0,NonResidential,Large Office
26689658.0,216.43,1980.0,1,1,0,748011.0,1.0,36.0,794592.0,NonResidential,Large Office
19397324.0,135.23,1971.0,1,0,0,342952.0,1.0,21.0,363100.0,NonResidential,Large Office
4757299.5,33.17,1986.0,1,0,0,104788.0,1.0,12.0,100717.0,NonResidential,Large Office
4549892.0,31.72,1999.0,1,0,0,70090.0,1.0,4.0,70000.0,NonResidential,Small- and Mid-Sized Office
13329024.0,92.92,1998.0,1,0,0,150969.0,1.0,11.0,189629.0,NonResidential,Large Office
14436982.0,100.65,1985.0,1,0,0,146689.0,1.0,12.0,155500.0,NonResidential,Other
5327249.5,281.55,1923.0,1,0,1,93879.0,1.0,11.0,102846.0,NonResidential,Large Office
2429021.0,44.48,1925.0,1,1,0,38880.0,1.0,4.0,52800.0,NonResidential,Small- and Mid-Sized Office
20779796.0,418.9,1913.0,1,0,1,155000.0,3.0,10.0,258497.0,Campus,Mixed Use Property
17666646.0,328.83,1929.0,1,1,1,509342.0,1.0,8.0,861702.0,NonResidential,Retail Store
19295226.0,249.09,1999.0,1,0,1,206950.0,1.0,5.0,109550.0,NonResidential,Other
4169431.5,130.69,1988.0,1,0,1,46710.0,1.0,9.0,46710.0,NonResidential,Other
13911761.0,201.15,1945.0,1,1,1,162000.0,1.0,3.0,162000.0,NonResidential,Medical Office
21156670.0,147.49,1992.0,1,0,0,270384.0,1.0,14.0,282363.0,NonResidential,Medical Office
55073120.0,456.22,2001.0,1,1,0,164332.0,1.0,6.0,200783.0,NonResidential,Mixed Use Property
75073888.0,530.59,2001.0,1,1,0,104922.0,1.0,6.0,108912.0,NonResidential,Mixed Use Property
9474745.0,243.66,1979.0,1,1,0,109017.0,1.0,5.0,79608.0,NonResidential,Hotel
16373232.0,114.14,1981.0,1,0,0,228504.0,1.0,5.0,237282.0,NonResidential,Large Office
